Unnamed: 0,review_score,review_comment_message
6067,5,Preços ótimos 
6068,5,"RECEBI O PRODUTO NO PRAZO,COM QUALIDADE E BOM PREÇO."
6069,5,A entrega foi muito rápida e o produto atende as expectativas!
6070,4,Entrega rápida 
6071,4,"Porém achei o frete caro e veio o sabor errado. Era pra ser de (chocolate) e veio de (vitamina de frutas). Mas não quero trocar, pq teria q esperar mais tempo pra começar a utilizar o produto!"
6072,4,Super satisfeita
6073,5,"Muito bom o atendimento na compra, entrega super rápida e ótimo produto. "
6074,5,Otimo cabo tudo certo.
6075,5,Fiquei satisfeita com a compra e o atendimento. Obrigada
6076,4,veio tudo sertinho bem imbalado tudo ok
6077,4,"Aprovei o pedido, super lindo o trabalho, chegada antes do prazo.ótima qualidade. Ameiii"
6078,5,Perfeito
6079,5,estou satisfeito com os produtos
6080,5,"Confiável, veio no prazo. Adorei"
6081,4,"O produto é bom, quebra bem o galho, mas o frete saiu caro
"
6082,5,Recomendo esse vendedor 
6083,4,O produtor chegou antes da data
6084,5,Produto chegou rápido
6085,5,Entrega muito rápida parabéns 
6086,5,"Estou acostumada a comprar produtos pelo baratheon. Super confiável, transparência, qualidade e agilidade. Super recomendo."
6087,5,"super rápida a entrega, tudo certinho!"
6088,5,"recebi certinho e antes do prazo
"
6089,5,Top
6090,5,pontual
6091,4,"Produto conforme especificações, bem embalado e bonito como nas imagens."
6092,5,Entregaram antes do prazo 😀
6093,5,👍👍👍
6094,5,"Produto excelente, entrega rápida! "
6095,4,Produto entregue no prazo.
6096,4,Recomendo a todos.
6097,5,"Produto chegou bem antes do prazo estipulado pela loja. Estão de parabens, super recomendo."
6098,5,Super recomendo .. Entrega super rapida !
6099,5,Produto entregue antes do prazo e atendeu minhas necessidades
6100,4,"As bolsas são lindas.
Gostei bastante."
6101,5,"A entrega foi rápida, o produto superou as minhas expectativas, pena que o recarregador de baterias veio com um pequeno defeito de fabricacao, ma nada que comprometa a lanterna."
6102,5,O produto chegou super rápido o stark cada dia mais melhorando seu atendimento 
6103,5,"Rapidez na entrega, produto igual ao informado no anúncio! Gostei"
6104,5,Excelente.
6105,5,"Gostei muito da minha capa de poltrona, e estou muito satisfeita com a agilidade, foi entregue bem antes do prazo previsto. Recomendo."
6106,5,Produtos de qualidade... recomendadíssimo 
6107,4,Muito bom
6108,4,"Amei o produto material muito bom,duti dentro do esperado,recomendo."
6109,5,recebi no prazo e recomendo muito bom 
6110,4,Loja rápida na entrega. Só houve um incidente pelo fato de não vim o produto escolhido e sim um similar.
6111,5,"O produto por hora está funcionando bem, a estrega chegou antes do esperado. Parabéns!"
6112,5,Bom
6113,4,Recebi o produto muito antes da data prevista pela loja
6114,5,Produto de excelente qualidade. 
6115,5,A compra do produto e sua entrega foram realizadas de forma satisfatória Naõ houve contratempo algum Tudo correu sem maiores contratempos 
6116,5,super satisfeita com o produto e entrega
6117,5,Recomendo
6118,5,"Gostaria de agradecer pelo excelente serviço, entretanto recebi minha mercadoria no tempo hábil até mesmo bem antes do prazo previsto...

Obrigado!"
6119,4,Ótima compra. 
6120,5,"Eu amei o produto , super indico "
6121,5,Gostei. Chegou rápido. Ótimo produto...
6122,5,Muito bonito
6123,4,"Havíamos encomendado 2 unidades deste produto apenas chegou uma ...mas após 5 dias chegou a outro ..e tudo certo ...e o produto é maravilhoso ,recomendo ."
6124,5,"O produto é para uma pessoa, ainda não foi testado, espero que funcione bem num fogão por indução, que é o propósito. 
Obrigada a todos! Parceiro e lannister!! "
6125,5,bom
6126,5,gostei do produto e chegou dentro do prazo
6127,4,O produto veio em perfeitas condições e chegou antes do prazo. Parabéns pelo atendimento. 
6128,5,"Excelente vendedor, rápido no envio do produto, com certeza farei mais compras neste vendedor. "
6129,5,"Chegou antes prazo, tudo certo e sem defeitos "
6130,4,otimo material
6131,5,"Produto entregue antes do prazo, tudo ok, loja confiável."
6132,5,"produto muito bom , adorei"
6133,5,Parabéns pela seriedade da targaryen. 
6134,5,bom
6135,4,Entrega dentro do prazo. Produto conforme anunciado.
6136,5,Exelente
6137,5,Produto de qualidade e entrega rápida.
6138,5,A capinha é mais fina do que eu esperava. Mas no geral fica bonito no aparelho e ainda protege razoavelmente.
6139,5,Otima
6140,5,As Lojas lannister sempre entregam o produto corretamente e antes do prazo. 
6141,5,Amo esse baratheon....
6142,5,"Estou muito feliz com o produto escolhido por mim,A entrega foi dentro do prazo, o produto veio em perfeita condições...tudo muito lindo,adorei....
"
6143,4,PRODUTO DE QUALIDADE
6144,5,👍👍👍
6145,5,pago na terça e entregue na quinta.
6146,5,Entrega rapida
6147,5,Parabéns pela rapidez 
6148,4,Infelizmente minha compra ocorreu na época de greve dos caminhoneiros e por isso não foi entregue no prazo correto. Mas é uma excelente loja e voltarei a realizar futuras compras. 
6149,5,"Muito feliz com a compra, amei o relógio"
6150,5,Estou satisfeita com oproduto e o prazo de entrega
6151,5,super recomendo
6152,5,"Gostei muito do compromisso e pontualidade.
"
6153,5,RECOMENDO A TODOS O PRODUTO DE BOA QUALIDADE E CHEGOU ANTES DO PRAZO.
6154,5,"Material de ótima qualidade, chegou antes do prazo."
6155,5,Tudo de primeira.
6156,5,O produto foi entregue conforme o combinado.
6157,5,Agradeço pelo comprometimento o produto veio em ótimo estado e bem embalado..
6158,5,chegou no prazo e aparentemente em ordem
6159,5,"Entregue antes do prazo, super rápido."
6160,5,Muito bom. Entregue antes do prazo. 
6161,5,Tudo ok
6162,5,"Entrega rápida, produto exatamente como na descrição, atendimento ao cliente de mais alto nível."
6163,5,"Capa para note acolchoada, muito bonita e básica, vale o preço! "
6164,4,"Produto de acordo com o valor... Mas não gostei da embalagem, que praticamente não existe."
6165,4,Parabéns ! Produto entregue antes do prazo.
6166,4,Produto em perfeito estado
6167,5,Recebi antes do prazo. E funciona direitinho.
6168,5,Gostei muito. Chegou muito antes do prazo . Super recomendo
6169,4,"Ótimo brinquedo para crianças maiores de três anos, meu filho amou"
6170,5,Obrigada chegou corretamente.
6171,5,produto de otima qualidade
6172,5,"Produto de acordo com a foto e descrição, era exatamente o que eu queria. Grato! "
6173,5,Produtos originais! Recomendo
6174,5,Produto entregue.
6175,5,"Muito satisfeito com a compra, recomendo."
6176,5,cumpriu com o esperado
6177,5,Tudo ok
6178,5,Otimo
6179,4,"recebi o produto antes do prazo, tudo ok até o momento."
6180,5,ótima 
6181,5,"Recebi meu produto antes do prazo. O cobertor é de excelente qualidade, estou muito satisfeita."
6182,4,"Um pouco de confusão na hora de entrega, mas tudo resolvido"
6183,5,Perfeito 
6184,4,Atendeu às expectativas
6185,4,"A única ressalva é a válvula ou torneirinha, que achei ser de baixa qualidade, no mais a Siqueira é bem interessante."
6186,5,"Quero agradecer toda a atenção, o produto chegou uma semana antes do prazo de entrega. Recomendo .muito bom.as bbs ficaram felizes e nos tbm."
6187,5,"Minha luminária chegou dentro do prazo estipulado (até um pouquinho antes), muito bem embalada e dentro das especificações. Recomendo o produto e a loja, com certeza!"
6188,5,Muito bonitinhos e macios.
6189,4,Linda cortina!
6190,4,Era o esperado
6191,5,Muito grande. Muito bom
6192,5,"Produto muito bom, exatamente o demonstrado no site. "
6193,5,Super recomendo
6194,5,"bom produto, funciona legal."
6195,4,Produto chegou bem antes do prazo estimado. A Lancheira É linda estou muito satisfeita com a compra! 
6196,5,"O produto foi entregue rápido do jeito que eu escolhi muito bom o site
"
6197,5,"Produto entregue antes da data prevista, produto correto, recomendo."
6198,4,Só achei desleixada a maneira que o produto foi embalado
6199,4,Produto excelente e chegou antes do prazo.
6200,5,muito bom produto.
6201,5,"Amei, produto de qualidade e chegou antes do prazo previsto !!!! Recomendo a quem quiser , superou as expectativas ! "
6202,4,0 produto foi entregue no prazo mas no status colocaram que o produto já tinha sido entregue e não tinha sido mas graças a deus deu certo entregaram no prazo obrigado 
6203,5,"Sou cliente da stark.
Muito boa a loja."
6204,5,Adoreiiii.
6205,5,"Chegou antes do prazo final, muito bom!"
6206,5,Tudo perfeito!
6207,5,Até estão estou amando meu capacete😊
6208,5,"Ótima compra, chegou muito antes do prazo. Grata"
6209,5,"excelente loja gostei do produto muito bom
entrega rápida."
6210,5,muito bom e chegou antes do prazo
6211,5,Muito bom
6212,5,Produto entregue bem antes do prazo e tudo em ordem!!!
6213,4,"O produto é bom, porém a sacola que acompanha é muito fraca, e veio com o fecho rasgado."
6214,5,Parabéns!
6215,5,EU RECOMENDO PRA MEUS MELHORES AMIGOS!obg .
6216,5,Tudo certo e rapido. Obrigado.
6217,5,Tudo de bom!!!
6218,5,"Muito boa loja, o produto veio rápido e em perfeito estado. Recomendado."
6219,5,Estão de parabéns...vou indicar
6220,5,"Excelente loja, ocorreu tudo certo e recebi o produto até antes do prazo.
100% recomendo."
6221,5,Muito bom 
6222,5,Entregou antes do prazo. Adorei.
6223,5,Foi entregue antes do prazo e o produto é de ótima qualidade
6224,5,Fiquei satisfeita com o meu produto.
6225,5,"Adorei o celular!
Curtindo muito meu Samsung A 2016!"
6226,5,"O produto foi entregue antes do prazo nominal.
Muito bom!"
6227,5,"Produto melhor que o esperado. Entrega super rápida. À vários anos que sou cliente lannister.COM, por isso, recomendo sempre à todos os meus amigos e familiares!"
6228,5,Entrega rápida produto em dia 
6229,5,Bom
6230,5,Entregou antes do prazo muito bom satisfeito 
6231,4,"Produto bom, imaginava outro tecido, mas veio exatamente o descrito. "
6232,4,Foi uma experiência sem nenhum fato negativo.
6233,5,"Ótimo... Prático e rápido, tanto para compra quanto para o recebimento... Amei!!!"
6234,5,entrega no prazo.
6235,5,"Produto de qualidade,entregue antes do prazo "
6236,5,Produto de qualidade entregue no prazo e com bom preço. 
6237,5,"Entrega em apenas dois dias, lannister sempre..."
6238,4,"A capa serve tanto pra HD externo de 1tb como para câmera fotográfica, encaixou legal."
6239,4,"Ótimo produto e tempo de entrega, apenas uma ressalva que o saco do Correio estava com rasgo."
6240,5,Bom para esportistas aquaticos! recomendo.
6241,4,Recebi o produto. É de ótima qualidade. Só o cadeado que acompanha o produto que veio com defeito. 
6242,5,"Ficamos muito satisfeitos com o pedido, visto que o mesmo foi entregue antes do prazo previsto e cumprindo todos os ítens acordados."
6243,5,"Tudo otimo,produto,entrega e suprte maravilhoso da lannister.Com"
6244,5,"Chegou antes do praço, nada a reclamar."
6245,5,"bem a compra e entrega deste produto foi perfeita. a targaryen enviou super rapido e bem embalado, agradeço á atenção."
6246,5,"Muito bonito é pequeno e discreto e original, com manual em todas as línguas vem funcionando bem. Não tem luz (já sabia) e tem alarme de hora em hora e na hora desejada, enfim é tudo de bom!"
6247,4,Fiquei satisfeito com a entrega das lannister.com
6248,5,"Super Recomendo!!!
Loja Muito boa
Tive um problema com os correios, o produto sofreu extravio no caminho, entrei em contato com a loja informando que não recebi o produto e prontamente resolveram "
6249,4,Por enquanto o produto adquirido está funcionando muito bem. Recomendo essa loja.
6250,5,muito bom
6251,5,Satisfeito
6252,4,a encomenda tem prazo para chegar até 02-01-2018 e não posso avaliar nada pois estão dentro do prazo!
6253,5,"O produto chegou na metade do prazo, em bom estado."
6254,5,Sempre vou comprar aqui pois é a melhor parabéns 
6255,5,"TUDO VEIO PERFEITO,PRODUTO CERTO TEMPO ANTES DO PREVISTO.
"
6256,5,"Amei a cortina superou minhas expectativas, muito linda, excelente material.."
6257,5,"sou cliente há muito tempo, nunca tive problemas."
6258,5,Excelente produto recomendo comprar 
6259,5,"O relojio muito lindo ,gostei de mais .Agora sou preciso que seja da qualidade do material que o vendedor recomendo "
6260,5,Recebi o produto bem embalado e no prazo. Muito obrigada 
6261,5,chegou bem antes do prazo informado
6262,5,"Confiança e Segurança nas compras, produtos entregues antes do prazo, estão sempre bem embalados. "
6263,4,É um bom vendedor.
6264,5,Ótima loja entrega no prazo
6265,5,"Vendedor sério e eficiente! Enviou rapidamente o produto! Tudo certo com o produto, que foi testado e aprovado! Muito bom, recomendo a todos os interessados!"
6266,4,Só falta ter o frete mais em conta
6267,5,"Estou muito satisfeito,sempre compro com vocês e nunca tive problemas entrega sempre antes do prazo."
6268,4,ainda aguardo meu produto 
6269,5,"Comprei achando que seria um material simples, mas é bem melhor do que esperava, vale a pena."
6270,4,A entrega ocorreu sem problemas. O produto funciona perfeitamente.
6271,5,"Excelente👏👏 o produto veio antes do prazo e eu ameii, do jeito que imaginei! "
6272,5,Serviço muito bom! Abraços...
6273,5,"Compra fácil, segura e rápida!"
6274,4,"Atende as minhas exigências
"
6275,5,Ok
6276,4,Há diferença de prazo de entrega.
6277,5,"Chegou em menos de 7 dias, minha esposa adorou, perfeito!"
6278,5,Amei! Muito macio
6279,5,"Produto de boa qualidade, veio embalado com muita proteção. Entrega rápida, controle funciona perfeitamente."
6280,5,PRODUTO DE QUALIDADE E NO TAMANHO IDEAL.
6281,4,"O produto chegou antes do prazo. Isso é muito bom! Mas tenho uma reclamação a fazer. A embalagem do produto (lata) veio amassada. Não apresentou nenhuma avaria no produto, apenas na embalagem (lata)."
6282,4,No prazo.....bom!
6283,4,Nada a declarar.
6284,4,O produto corresponde com o anúncio. Aprovado 
6285,4,Dentro do prazo
6286,5,Demora na entrega por causa dos correios mas produto de ótima qualidade super recomendo
6287,5,Empresas idôneas que sempre cumprem o que prometem.
6288,5,Amei o produto. 
6289,5,Produto bom entrega rápida 
6290,5,Maravilhoso acabei de adquirir mais espaço em meu armário!
6291,5,"Veio no prazo, o cubo já veio lubrificado e ajustado "
6292,5,"Gostei do compromisso da loja, produto bem como imaginava, tudo serto, recomendo."
6293,4,Bom
6294,5,Recomendo 
6295,5,Produto entregue. Material dentro do esperado. 
6296,5,"Entrega mega rápida, fiquei muito satisfeita!"
6297,5,"Muito bom de confiança 
O produto chegou perfeito sem nenhum defeito com as medidas certas
Chegou até 1 semana antes do prazo 
Super recomendo "
6298,5,"Facilidade de compra no site e entrega rápida, produto atende as espectativas. Recomendo 
"
6299,4,"O produto veio com indícios de uso, faltando cabo RCA, adaptador para fixação no para choque e broca para furar o para choque"
6300,5,"Chegou no tempo certo, produto bem embalado, super recomendo "
6301,5,"Veio mais linda que na foto e chegou 10 dias antes do prazo
Amei, super indico 👏👏👏"
6302,5,.
6303,5,Produto muito bom.
6304,4,A colcha é muito bonita e destaca bem na cama.
6305,4,Eu gostei porém não estarei aínda.
6306,5,"O único ponto negativo é que o correio não entrega a encomendo em nossa residência. Temos que ir buscar nos correios, onerando ainda mais o cliente por um serviço que já fora pago. "
6307,5,"Superou as minhas expectativas. Ótima qualidade, moderna e elegante. Além de carregar o notebook, posso colocar livros e cadernos. Há tempos procurava por uma pasta, valeu a pena! Super recomendo."
6308,5,"A entrega ocorreu antes do prazo estipulado!!
Muito bom.
Produto conforme mostrado no site.
Estou satisfeito com o produto."
6309,5,"Recebi o produto antes do prazo e com um defeito ocasionado pelo transporte. Contudo, o fornecedor foi super atencioso enviando um novo produto que chegou super rápido."
6310,4,"comprei um capacete, e recebi uma bolsa para selim"
6311,5,"Muito bem embalada , ótima."
6312,5,"Produto de qualidade e bonito, meu filho adorou."
6313,5,"O produto é muito lindo, chegou rapidinho!"
6314,4,Dentro do prazo
6315,5,ok
6316,4,o que mata é o prazo da entrega! 
6317,4,"Em relação a ter uma chave simples como a do Versa e ter uma canivete como esta vale a pena, mais alguns detalhes pegam, a carcaça é de plástico e a indicação de abre fecha é mal impressa e desbota"
6318,5,10
6319,5,"Entrei em contato solicitando a entrega um pouco antes do prazo estimado, pois não teria ninguém para receber no prazo, eles responderam minha solicitação e o produto chegou bem antes que o esperado."
6320,5,Produto bom
6321,5,Compro e recomendo.
6322,5,"Rápida entrega, produto correto. Boa embalagem."
6323,5,Recomendo a compra. Produto com bom preço e entrega antes do prazo.
6324,5,"O produto foi entregue antes do prazo e em perfeitas condições.
Recomendo o stark; pois já fiz várias compras e nunca tive problemas. "
6325,4,Produto com etiqueta de autenticidade.
6326,4,"Muito bonito o produto, entrega antecipada."
6327,5,O tapete é muito lindo e de ótima qualidade
6328,5,Otimo
6329,5,Recebi antes do prazo. Tudo chegou corretamente. Excelente lojista. Produto de qualidade.
6330,4,"Entregue bem antes do prazo, gosto de comprar neste site pela rapidez e segurança "
6331,5,"Super recomendo,produto entregue bem antes do prazo e em perfeito estado"
6332,4,"Pedi cor azul marinho e veio cor preta. Tudo bem, é quase igual, né? Deixa pra lá, porque para trocar esta bolsa vai me dar muito trabalho, mas para uma compra de grande valor não vale a pena."
6333,5,"A organização está de parabéns, desde e escolha do produto até compra... comunicação de distribuição e logística chegando a entrega foi extremamente rápido e profissional.... show!!!"
6334,5,"Entrega super rápido, Eu recomendo!! !"
6335,5,Estou satisfeito
6336,5,"Produto de ótima qualidade, bem embalado e entregue antes do prazo"
6337,5,O produto foi entregue ante do prazo 
6338,4,io
6339,4,Faltaram 2 parafusos do encosto da cadeira
6340,4,Muito bom. O esperado. 
6341,4,"Parece bom, preciso usar para avaliar melhor "
6342,4,"Recebi antes do prazo, em perfeitas condições, super recomendo, o preço é bem acessível e o produto com ótimos acabamentos!"
6343,5,"Produto macio e confortável , bonito , meu bebê adora dormir nele
 "
6344,4,Entregue antes do prazo.
6345,5,O produto chegou beem antes do prazo estabelecido. tudo certinho do jeito que eu queria. 
6346,5,Excelente na compra no pagamento do boleto bancario e na entrega obrigada
6347,5,voltarei a comprar ais estou muito satisfeito obrigado
6348,5,10
6349,5,a descrição do produto é tal qual o site indica.
6350,5,Parabéns pela presteza e agilidade.
6351,5,"Produto chegou em uma semana, embalagem bem protegida e tudo de ótima qualidade."
6352,5,"produto conforme anunciado, entrega super rapida"
6353,5,"O produto foi entregue antes do combinado ainda, veio tudo certo eu recomendo."
6354,4,Produto de qualidade e loja séria na entrega.
6355,5,"Comprar no baratheon é muito bom,recebo sempre meus produtos dentro do prazo!!!!"
6356,5,"Entrega rapida, muita eficiencia. Recomendo"
6357,5,Meu filho adorou.
6358,5,Perfeito!!!
6359,5,"Chegou Dentro do Prazo, não veio Amassada.
Ainda Não testei mas parece ser muito boa"
6360,5,"produto muito bom...
ótimo atendimento, entrega no prazo.
 estou muito satisfeito....."
6361,5,"Produto de boa qualidade, bem embalado, e chegou no prazo."
6362,4,Bom produto
6363,4,"Perfeita para o uso diário! Bom acabamento, comprei para meu esposo e ele gostou muito!"
6364,5,Chegou bem antes do previsto 
6365,5,"Excelente produto.
Obrigada"
6366,5,"compra efetuada com sucesso. 
tudo perfeito.
cliente super satisfeito "
6367,4,Excelente!
6368,5,muito bom
6369,4,"Achei o acabamento do ilhós muito tuim e só é cromado em uma das faces.
"
6370,5,"Pena que não vi as medidas do produto. 
Não atendeu as expectativas. Produto muito pequeno."
6371,5,"entregue bem antes do acordado, em perfeito estado."
6372,5,"Vendedor responsável, rápido em entregar. Produto certo. Fiquei muito satisfeita. Recomendo."
6373,4,"Recebi no prazo, e a mercadoria sem defeito."
6374,4,Muito rápido e eficiência.....
6375,5,ok!
6376,5,...
6377,5,"Gostei muito. Como não tinham na cor escolhida na venda, mandaram mensagem de Whatsapp perguntando se aceitava outras cores. Foram bem prestativos e respeitosos"
6378,5,Produto chegou antes do prazo. 
6379,5,"A entrega foi realizada bem antes do prazo.
Parabéns! "
6380,5,Qualidade muita boa!
6381,5,"Entrega super rápida, linda embalagem e o produto é impecável!! Amei...Super recomendo!!!! "
6382,5,Entrega no prazo. Produto adquirido. Perfeito estado. Muito bom!
6383,5,"Sempre compro nas lannister e não tenho nada a reclamar,tudo perfeito."
6384,5,O pedido foi entregue muito antes do prazo estabelecido. Super recomendo
6385,5,Muito bem embalado e dentro do prazo.
6386,5,perfeito
6387,5,"Recomendadíssimo, ótimo produto e entrega muito rápida e eficiente."
6388,5,Gostei muito loja recomendável!
6389,5,"Amei minhas banquetas, produto veio em perfeito estado, dentro prazo( em 5 dias) o prazo era de 15 dias, sem nehuma avaria.Recomendo o vendedor."
6390,5,O produto foi enviado corretamente e no prazo.
6391,4,O e-mail consta relógio e gravadora mas somente foi entregue o relógio pelo correio
6392,5,Produto de qualidade! Consegui organizar todos os livros da minha filha! Ficou lindo! Preço bom! Entrega dentro do prazo!
6393,5,excelente
6394,5,"muito bom, rápido como sempre"
6395,5,Muito bom foi entregue antes do prazo
6396,5,Excelente pra quem anda de moto no frio
6397,5,chegou antes do prazo previsto
6398,5,O produto foi entregue beeeem rápido e o mesmo é ótimo possui exatamente a cor que procurava a máscara é puxada para o vinho com traços de roxo ? 
6399,5,Chegou bem antes do esperado.
6400,4,Daqui 30 dias eu posso dar a minha opinião 
6401,5,Adorei! Obrigada!
6402,5,Muito bom. Pedido entregue antes do prazo e embalagem bem apresentada. 
6403,4,Super adorei meu produto! Exatamente como visto no site e chegou dentro do prazo estimado no ato da compra.
6404,5,tudo foi entregue
6405,5,"GOSTO DE COMPRAR NA stark,
NUNCA TIVE PROBLEMA COM MINHAS COMPRAS."
6406,5,"Obrigado pela preocupacao com o clinte fiquei muito sastifeita 

 com o produto o produto veio do gente q pedir no site. "
6407,5,Veio tudo certinho e a entrega foi bem antes do prazo.
6408,5,As estampas são lindas e veio td no tempo certo e em perfeito estado. Adorei.
6409,5,ENTREGA SUPER RÁPIDA. PARABÉNS A LOJA E OS CORREIOS.
6410,5,Bom entregou antes do prazo.
6411,5,Ele poderia ficar mais certo fica meio torto.
6412,5,"Produto corretamente enviado, bem embalado e até antes do prazo."
6413,5,Serviço excelente qualidade entrega capricho atenção cuidado vou continuar comprando com a empresa parabéns por cativar os clientes vou recomendar amei 
6414,5,"SOU FÃ FIEL DA baratheon DESDE SEMPRE, PELO RESPEITO QUE ESTA LOJA TEM PELO CONSUMIDOR. RECOMENDO..."
6415,5,"Entrega antes da data prevista, adorei o produto."
6416,5,"o travesseiro é ótimo, super confortável, e tem altura ideal. "
6417,5,"Ótima compra. Produto entregue no prazo.
Só fico muito injuriado com o imposto cobrado pelos governos."
6418,5,Recomendo! Produto de ótima qualidade e entrega muito antes do prazo
6419,5,Mto bom encomendei um tipo de toalha e recebi outro.
6420,4,Ok
6421,5,Ótimo produto entrega super rápida
6422,5,"Produto muito bom e entrega rapida, obrigada"
6423,4,"Bom dia, o produto tem embalagem diferente da foto, mas confirmei com minha amiga e ela disse que era ele mesmo. Então poderiam atualizar a foto.
Quanto ao produto é EXCELENTE"
6424,5,"Produto chegou certinho e rapido. 

"
6425,5,Recomendo sempre meus parabéns.
6426,4,Demorou muito
6427,5,"Amei o produto, do jeito que eu esperava e imaginava! Já usei muito "
6428,5,"Gostei muito de comprar na targaryen, pq entregam dentro do prazo."
6429,5,Tudo ótimo.
6430,5,"Compra perfeita.

Recomendo com méritos."
6431,5,Recebi o produto muito antes do programado
6432,5,Tapete top 
6433,5,"Excelente! 
Veio certinho, veio bem antes do dia. 
Super recomendo... 
Obg "
6434,5,promessa cumprida entrega no prazo muinto bom.
6435,4,"Produto muito bom, veio com nota fiscal e não veio lacrado e protegido."
6436,5,Transação ótima. Como tadas que fiz junto ao stark.
6437,5,gostei de tudo e a entrega foi bem antes da data falada. otimo. e o frete nao foi tao caro.
6438,5,"ótimo relogio, a pulseira é super confortável."
6439,5,O produto chegou em perfeito estado e antes do prazo estabelecido. O produtoné bom e atingiu as minhas expectativas 
6440,5,"Sempre comprei com o baratheon, e continuarei comprando."
6441,5,Produto muito bom e entrega rápida 
6442,5,Chegou bem antes do prazo!!
6443,5,"Recebi a mercadoria dentro do prazo previsto é estou satisfeita com a qualidade da mercadoria.
Recomendo a comprar na lannister."
6444,4,produto bom
6445,5,Mais rápido do que o previsto.
6446,4,Só não gostei que os pezinhos do cesto são desnivelados deixando o cesto bambo.
6447,5,"Chega super rápido produtos,ótimos"
6448,5,super recomendo
6449,4,"Tudo certo, ótimo produto e bem acabado."
6450,5,Produto enviado rapidamente. Chegou direitinho. Recomendo!
6451,5,Recebi no prazo e o produto é de boa qualidade 
6452,5,Produto entregu no prazo conforme pedido.
6453,4,Ótimo produto. Só os correios q como sempre fez lambança e demorou um pouco mais pra chegar.
6454,5,Com descrito na avaliação ainda não montei mas abri a embalagem que veio muito bem embalado para ver a cor é é exatamente o que pedi 
6455,5,Pontualidade!
6456,5,Entregou bem antes do prazo. Muito satisfeita.
6457,5,Compro a bastante tempo nas lannister e os produtos sempre chegam bem antes do prazo e são de ótimas qualidades 
6458,5,"Recebi antes do prazo, ótima loja. Produto intacto."
6459,5,rapido e seguro
6460,5,Recomendo a todos
6461,5,Produto muito útil e ótima qualidade
6462,5,A minha filha adorou o brinquedo... o prazo foi obedecido... 
6463,5,"Maravilhosa, a cadeira veio praticamente montada, muito boa!"
6464,4,Bem pequeno ideal p levar no carro 
6465,5,Estou usando o produto. Parece cumprir o que promete.
6466,4,Parabéns pelo comprometimento com seus clientes. 
6467,4,"Tudo perfeito, ficaria melhor se tivesse parcelamento. Pelo menos em 3 vzs. 
Mesmo assim agradeço pelo produto. Era do jeito que estava pensando. "
6468,5,Boa recomendo
6469,5,"Produto como anunciado,boa qualidade,bom acabamento.Foi facil a instalação,até o momento a compra foi boa."
6470,5,Todo certo entrega rapida.
6471,5,"ótima loja, produto correto entregue no prazo, excelente"
6472,5,gostei do produto
6473,5,"Excelente qualidade 
"
6474,5,"o produto chegou antes do prazo o que posso dizer e que as lannister e uma loja que se preocupa com o seu consumidor, e quando eu precisar compra novamente irei comprar so nas lannister. obrigado. "
6475,5,Recebi o produto antes do prazo que me deram e veio igual ao anunciado
6476,5,Deveria ter frete grátis
6477,5,Meu filho adorou a bandana não quer mais tirar.
6478,5,Muito bom chegou no prazo eu recomendo produto muito bom...
6479,5,Entrega perfeita. Parabéns!
6480,5,produto entregue dentro do prazo e de acordo com o escolhido.
6481,5,Boa
6482,4,"Sendo ausência de plástico bolha, mais chegou antes do prazo e em perfeito estado!"
6483,4,"produto excelente, entrega antes do previsto "
6484,5,Excelente
6485,5,Produto como descrito e chegou antes do prazo
6486,5,"O preço aqui no site esta bem mais em conta do que no site oficial do produto, não tive problemas nenhum, desde a compra à entrega."
6487,5,"Entrega no prazo, bem embalada, produto correto, estou muito satisfeito."
6488,5,Produto ótimo e entregue beem antes do prazo .
6489,5,Adorei o brinde!
6490,5,Muito bom
6491,5,Produto excelente. Entregs rápida
6492,4,"Produto entregue no prazo, conforme combinado."
6493,5,Ótimo produto. Veio tudo certinho antes do prazo de entrega. A bolsa tem ótimo acabamento. Superou minhas expectativas.
6494,5,Produto lindo.
6495,5,estou satisfeito
6496,5," Ótimo produto e o prazo de entrega foi cumprido, recomendo"
6497,5,Ótimo produto
6498,4,Entregou no prazo porém muito demorado.
6499,5,A melhor loja entrega rápida recomendo a todos 
6500,5,"FOI ENTREGUE ANTES DO PRAZO,GOSTEI!!!!"
6501,5,Eu recomendo! 
6502,5,"Muito bom, super recomendo 😍"
6503,5,"tudo dentro da normalidade de venda, compra e entrega."
6504,5,Linda e confortável essa cadeira... 
6505,5,"Chegou no prazo, relógio lindo!"
6506,4,"Produto top pra quem que apaixonado por fazer drinks, recomendo o produto e a loja tbm que entregou no até antes do prazo."
6507,4,Chegou conforme combinado.
6508,5,Excelente
6509,5,Excelente !!!
6510,5,"Produto muito bom, tudo certo no meu PS4, recomendo."
6511,5,"Muito satisfeita, o produto é lindo. Recomendo!"
6512,4,Bom produto recomendo
6513,5,Produto entregue de acordo com as expectativas.
6514,5,Ótimo muito obrigado 
6515,5,Muito rápido a entrega 
6516,5," Bom
"
6517,5,"compra excelente, ótimo serviço, ótimo produto."
6518,5,Produto chegou antes do prazo e era exatamente o que eu estava procurando
6519,5,Já sou cliente antigo e confio da organização
6520,5,Produto entregue no prazo. E o atendimento sempre excelente. 
6521,5,cartucho original lacrado
6522,5,"Produto chegou bem antes do prazo e é exatamente igual ao anuncio. A pelicula de vidro não é das mais resistentes, mas atende ao usuário cuidadoso."
6523,5,Entrega rápida dentro do prazo 
