,review_score,review_comment_message,Sentiments
9568,5," Negou antes do prazo !!
Produto exemplo ",Thích
9569,4,"Apesar da entrega dentro do prazo, a embalagem estava levemente danificada.",Thích
9570,4,"Considero que a loja foi muito boa, produto entregue até antes do prazo, chegou bem embalado, não tive problema com pagamento.
Quanto ao produto, tem bom tamanho, mas achei o rebote fraco.",Thích
9571,5,"Eu recomendo, seca bem rápido os cabelos e deixa bem macios também, faz um barulho alto, o material é um pouco frágil, mas atendeu minhas expectativas. ",Thích
9572,5,Muito bom!,Thích
9573,5,"Produto incrível, meus irmãos adoraram. Super recomendo! ",Thích
9574,5,"Lindo... amei
Preço super Bom!!!",Thích
9575,5,"Recebi o produto antes do prazo,Eu ? essa loja.
",Thích
9576,5,"O pendente é bonito, mas não é essa cor da foto. 
Na foto aparenta ser azul claro, e veio azul marinho. Mas veio no prazo e em perfeitas condições. Preguiça de trocar.
Mas é bonito mesmo assim.",Thích
9577,5,Tudo ok.,Thích
9578,5,Compre a vontade,Thích
9579,5,sempre compro pela loja lannister . sempre chega antes .,Thích
9580,5,O produto chegou muito antes do que eu imaginava que chegava!,Thích
9581,5,Chegou bem antes do prazo!,Thích
9582,5,.,Thích
9583,5,chegada antes da data,Thích
9584,5,"Gostei muito, sempre que precisar irei comprar.",Thích
9585,5,"Tapete Lindo , grande , de boa qualidade e super felpudo. Recomendo.",Thích
9586,5,"marcadores maravilhosos, produto entregue antes do prazo.",Thích
9587,5,Loja eficiente ,Thích
9588,5,Fiquei muito satisfeita com a compra.,Thích
9589,4,"Linda almofada de cachorro, muito boa qualidade!",Thích
9590,4,ainda não experimentei o produto.,Thích
9591,5,"Entrega rapida, produtos certos ",Thích
9592,5,Entrega antes do prazo!! Ótimo!,Thích
9593,5,"Excelente produto ,loja e entrega ",Thích
9594,5,"Recebi o produto dentro do prazo e é o que eu esperava, recomendo",Thích
9595,5,SUPER RECOMENDO!,Thích
9596,5,Até aqui tenho comprado e tenho sido nemm atendida nada a reclamar,Thích
9597,5,Não ficará só nesta vez fui MT bem atendido e mercadoria antes do prazo estão de parabéns ,Thích
9598,5,"Produto correto, entregue dentro do prazo e muito bem embalado !! ",Thích
9599,5,PRODUTO CONFORME O EXPOSTO NO SIE E ENTREGUE DENTRO DO PRAZO ESTABELECIDO. OBRIGADO.,Thích
9600,5,Muito Bom,Thích
9601,5,"O produto chegou de forma correta, embora o Correios da minha cidade não tenha um bom serviço, a compra feita no site foi sem problema algum.
O produto chegou em bom estado e é melhor que esperado.",Thích
9602,5,Um ótimo produto gostei muito,Thích
9603,5,Vcs estao de parabens pelo excelente atendimento!,Thích
9604,4,"Eu fiz um pedido de dois itens, 1 shampoo da L?Oréal e um Condicionador Joico, só recebi o condicionador. Quando receberei o shampoo? Obrigada! Adriana ",Thích
9605,5,Entregue em em boa embalagem e dentro do prazo!,Thích
9606,5,Ótimo. Parabéns,Thích
9607,5,"O produto não foi entregue na minha casa, e sim num posto dos Correios.
Eu não consegui retirá-lo em tempo hábil. E não consigo falar com atendente.Qual será o procedimento? ",Thích
9608,5,Estão de parabéns!!,Thích
9609,5,Muito bom,Thích
9610,5,Gostei.,Thích
9611,4,:),Thích
9612,5,"Produto bom e entrega satisfatória.

",Thích
9613,4,"Produto entregue no prazo, como foi pedido.Gostei.",Thích
9614,5,Entrega rápida e produto satisfatório.,Thích
9615,5,Gostei muito bom,Thích
9616,5,Perfeito e entregue bem antes do prazo!! Super recomendo,Thích
9617,5,"apesar da confusão com a entrega, produto foi entregue. Agradeço",Thích
9618,5,Recebi bem antes do prazo. Produto lindo !!!!,Thích
9619,5,Entrega ótima ,Thích
9620,4,"BOA ENTREGA, MAS CHEGOU UM POUCO FORA DO PRAZO.",Thích
9621,4,Parabéns tudo maravilhoso ,Thích
9622,5,Chegou no prazo é bem acondicionada! Ameeei! Combinou com a minha casa! Perfeito! Super Recomendo!,Thích
9623,4,A tampa é bonita tudo como contratado.,Thích
9624,5,"Muito bom. Almofada muito confortável, perfeita pra quem sofreu algum machucado no coccix",Thích
9625,5,Tudo como combinado.,Thích
9626,4,"Chegou tudo certo,dentro do prazo.",Thích
9627,5,Chegou antes do prazo e ainda veio um brinde,Thích
9628,5,"Recomendo 









",Thích
9629,5,"Foi entregue antes do prazo, tudo ok, recomendo o produto. ",Thích
9630,5,Muito bom eu recomendo. Entrega antes do prazo,Thích
9631,5,Produto chegou antes do prazo. Muito bom!,Thích
9632,5,Tudo perfeito,Thích
9633,5,"Compro sempre nas lojas lannister, porque além dos preços dos produtos serem mais baratos quê nas outras lojas, à entrega é super rápida... Eles dão um prazo de quase um mês... E chega em 3 dias. ",Thích
9634,5,Produto chegou antes do prazo,Thích
9635,4,Produto entregue dentro do prazo.,Thích
9636,5,recomendo ok,Thích
9637,5,Como sempre ótimos!!,Thích
9638,5,"Squeeze sensacional! Mantém a temperatura por muito tempo. Além de bonito, tem um acabamento impecável! Recomendo.",Thích
9639,4,Foi tudo como combinado.,Thích
9640,5,Muito bom o produto. ,Thích
9641,5,Muito boa chegou antes do esperado!,Thích
9642,4,"Produto chegou como combinado, dentro do prazo e bem protegido. Recomendo.",Thích
9643,5,Parabéns pelo atendimento!,Thích
9644,5,"Adorei!!!! Super bem acabada, versátil, pequena.... Comprei de presente para meu esposo, ele amou! Fora a entrega que foi super rápida. ",Thích
9645,5,"Muito bom e rápido
",Thích
9646,5,"produto de qualidade, entrega rápida.",Thích
9647,5,"O produto foi entregue muito antes do prazo, em ótimo estado de conservação ",Thích
9648,5,"Adorei minha cortina, um material bem bom, veio em perfeito estado. Cor e modelo corretíssimo.Recomendo.",Thích
9649,4,Como das outras compras não tive problemas.,Thích
9650,5,"Estante chegou muito bem embalada e no prazo. Mercadoria conforme anuncio. 
Gostei",Thích
9651,5,OTIMO,Thích
9652,5,"Sempre entregam no prazo, sem avarias, sem estresses, muito bom, obrigado.",Thích
9653,5,Excelente! Recomendo,Thích
9654,5,"gostei muito do meu pedido o aparelho de ouvido falta o meu telefone., estou aguardando, este pedido que chegou foi feito por ultimo. Obrigada! aguardo o outro.",Thích
9655,5,"Olá, a loja me entregou o fone em um tempo muito rápido dentro de 6 dias, ótimo fone lindo acabamento super satisfeito com a compra e com a loja ",Thích
9656,4,Ótima loja,Thích
9657,5,Gostei muito fiwuei sagisfeita,Thích
9658,4,Gostei e entregou rapidinho,Thích
9659,5,Entrega muito rapida,Thích
9660,4,Produto entregue dentro do prazo. ,Thích
9661,5,"muito satisfeito especificamente com essa compra, entrega feita rapidamente.",Thích
9662,5,Tudo certo com o produto comprado,Thích
9663,5,"Entrega muito antes do prazo determinado.
",Thích
9664,5,Muito bom o produto,Thích
9665,5,"Pedi em24/07/2018, A previsão era até o dia 24.08.18 e recebi 27.08.18 muito rápido adorei .",Thích
9666,5,"Jogo de cama cetim, excelente preço, várias opções de cores, muito lindo",Thích
9667,5,Ótima compra,Thích
9668,4,Só achei q deveria vir com cada peça em uma embalagem separada para facilitar a montagem já q não vem manual..é um verdadeiro quebra cabeça! Fora isso o produto é bom!,Thích
9669,5,Produto lindo e de ótima qualidade.,Thích
9670,5,Cumpriu tudo que foi acordadeo.,Thích
9671,5,Fácil de montar e muito confortável ,Thích
9672,5,TUDO PERFEITO!!!,Thích
9673,5,Produto entregue com rapidez. Site mostrou previsão de entrega de quase um mês e o produto chegou em 1 semana.,Thích
9674,5,curti,Thích
9675,5,"A cor é muito diferente da foto.
É uma ótima mala pequena.",Thích
9676,5, O que eu tenho de dizer ...vcs estão de Parabéns!! Muito Obrigado !!! ,Thích
9677,5,Recebi bem antes do prazo. ,Thích
9678,4,"ainda não usei, mas chegou tudo certo",Thích
9679,5,Produto como descrito e entregue antes do prazo.,Thích
9680,5,Tudo transcorreu sem maiores problemas ,Thích
9681,5,"Chegou antes do prazo estipulado! 
Super recomendo, o relógio é ótimo era para presente de dia dos pais meu esposo adorou! Além de leve é mais bonito que na foto 😊 ",Thích
9682,5,Produto de ótima qualidade e entrega super rápida. ,Thích
9683,5,No geral ocorreu tudo bem! ,Thích
9684,5,"entrega super rápida
",Thích
9685,5,"As vezes encontro problemas com os parceiros do stark que prometem uma data de entrega e não cumprem, mas nesse caso a targaryen está de parabéns. Recebi a encomenda antes do prazo prometido. ",Thích
9686,4,Chegou no prazo. Produto de acordo com o valor.,Thích
9687,4,Produto entregue se problemas obrigado ,Thích
9688,5,a entrega foi rapida dentro do prazo estipulado,Thích
9689,5,Lindo ,Thích
9690,5,Entregue no prazo!,Thích
9691,5,A boneca é linda !! vou comprar outra pra minha criança e ficar com essa pra mim kkkk,Thích
9692,5,O produto chegou antes do prazo previsto.,Thích
9693,5,Produto excelente e de ótima qualidade. Adorei.,Thích
9694,5,Produto muito bom e bonito satisfeita !!!,Thích
9695,5,"Perfeito... entrega antes do previsão 
Produto otimoo",Thích
9696,5,"Adorei chegou tudo direitinho, E antes do dia previsto da entrega. ",Thích
9697,5,Bom relogio!,Thích
9698,5,BOA,Thích
9699,5,Comprei uma cuba mas gostaria de trocar pois me iquivoquei com o tamanho,Thích
9700,4,"Produto entregue antes do prazo , nota 10
",Thích
9701,5,"Lindo , super macio e bem leve,e antiderrapante ... ainda nao lavei , parece ser bem fácil pra lavar ",Thích
9702,5,"Tudo 100% desde o Pedido até a Entrega e a Qualidade, Satisfeito,
RECOMENDO...",Thích
9703,5,Produto muito bom e barato,Thích
9704,5,Ótimo produto.,Thích
9705,4,recebi td certinho.,Thích
9706,5,Perfeito em todos os quesitos,Thích
9707,5,"o produto chegou, sem defeito e bem embalado;de acordo com o meu pedido",Thích
9708,5,ótimo produto,Thích
9709,5,"Exatamente o que eu estava procurando, deu certinho",Thích
9710,5,Chegou no prazo..gostei do produto...recomendo.,Thích
9711,5,Entrega rápida.,Thích
9712,5,"Gostei a entrega foi super rápida, só faltou um manual em português que explique como funciona.TIVE QUE VER YOUTUBE COMO FUNCIONA. A qualidade da imagem não é muito boa mais cumpri com o que promete",Thích
9713,5,"Mochila bonita, forte, com bastante espaço..recomendo..",Thích
9714,5,"Ótimo, excelente produto recomendo a todos ",Thích
9715,4,"Ótimo produto, de acordo com o ofertado!",Thích
9716,5,"Entregue no prazo , sem problemas",Thích
9717,5,Empresa de qualidade entregou correto é dentro do prazo.,Thích
9718,5,"Entregou rápido,produto parece bom, só não sei se é original!!!",Thích
9719,5,"Super recomendo comprar nas lannister, todas as minhas compras chegam no prazo correto, quando não chegam antes 👏🏻👏🏻👏🏻",Thích
9720,5,"Loja rápida na entrega, indico!",Thích
9721,5,Pertfeito,Thích
9722,5,"Produto entregue antes da data, funcionando tudo direitinho! Recomendo!!",Thích
9723,5,Elogiável,Thích
9724,5,chegou tudo certinho,Thích
9725,5,"Só teve problemas com os correios que fizeram 5 tentativas para entregar a mercadoria , mas fora isso , todo o resto foi bom !!!",Thích
9726,5,O produto chegou no prazo,Thích
9727,5,"A LOJA ESTA DE PARABÉNS,ENTREGOU NO PRAZO MEU FILHO AMOU,QUERO COMPRAR OUTRA EM BREVE.",Thích
9728,5,Produto de excelente qualidade ,Thích
9729,5,chegou antes do prazo,Thích
9730,5,"Fiz a compra do mesmo dia 21/06, com prazo para até 11/07, foi entregue dia 27/06 devidamente empacotado e em perfeitas condições.

stark como sempre Bomdimais!",Thích
9731,5,Super Recomendo..Um encanto :-),Thích
9732,4,Bom,Thích
9733,5,"Adorei o óculos, muito satisfeito com o preço que paguei!! <3",Thích
9734,5,Produto de ótima qualidade e chegou antes do prazo previsto ,Thích
9735,5,Produto entregue no prazo combinado..excelente qualidade,Thích
9736,4,"Otimo vendedor
",Thích
9737,5,bom e rapido,Thích
9738,5,"Olha o produto de QUALIDADE, foi entregue com dois dias, após a compra. Um DETALHE, o prazo da entrega seria de 12 DIAS...!!! De fato eu recomendo.",Thích
9739,4,"Na descrição do produto, para mim vim o controle remoto junto, porém o produto só é o fone e carregador.",Thích
9740,5,"otimo produto, material muito bom, chegou antes do prazo, recomendo",Thích
9741,5,Muito bom ,Thích
9742,5,veio certinho.,Thích
9743,5,produto bom e entrega antes do prazo estabelecido.,Thích
9744,5,"Recebi o produto, ótima qualidade e entrega no prazo. Recomendo o fornecedor. 
Antonio Jair ",Thích
9745,5,Chegou corretamente e em tempo recorde!!! Parabéns pelo trabalho.,Thích
9746,4,"Só recebi o jogo de três lençóis , o outro produto não .",Thích
9747,5,Adoro comprar nessa loja.. ,Thích
9748,5,"O produto é ótimo, o esperado. A loja super rápida sem enrolação para entregar. Gostei.",Thích
9749,5,"Ele é maravilhoso, muito bonito, amei <3",Thích
9750,5,"Chegou antes do prazo esperado, produto de qualidade, ótimo preço. Recomendo.",Thích
9751,5,"Apesar de ter sido entregue pelo Correio, o produto chegou dentro do prazo e em perfeito estado. Recomendo muito.",Thích
9752,5,Entrega super rápido e produto atende as necessidades de seu uso. Parabéns.,Thích
9753,5,"Tapetes de ótima qualidade, exatamente como esperava. Recomendo à todos.",Thích
9754,5,Produto ótima qualidade super rápido a entrega,Thích
9755,5,Produto de ótima qualidade. Recomendo,Thích
9756,5,mto bonito,Thích
9757,5,Linda !,Thích
9758,5,Fiquei muito satisfeito com o trabalho realizado pela empresa. ,Thích
9759,5,"Estou satisfeita com o serviço , rápido,bem embalado.E o produto é muito bom.",Thích
9760,5,Super recomendo!,Thích
9761,5,"Deu tudo certo. SE tiverem um preço bom e frete com certeza escolherei esta e-commerce, pois pesquiso muito antes de comprar.",Thích
9762,5,Recomendo ,Thích
9763,5,Ótimo produto,Thích
9764,5,ok,Thích
9765,5,Tudo dentro do esperado. ,Thích
9766,5,entrega muito rápido. o produto é ótomo,Thích
9767,5,Produto bom. Chegou no prazo!,Thích
9768,5,Ótimo produto - recomendo,Thích
9769,5,Ótima loja para compra online pois fazem a entrega bem rápida,Thích
9770,4,"Sempre comprei no baratheon sempre recebi o produto correto apenas desta entrega veio errado, comprei caqui e recebi vermelha.",Thích
9771,5,"bom serviço.
",Thích
9772,5,chegou bem antes do prazo estipulado.,Thích
9773,5,Produto entregue antes do prazo!! Com qualidade ... e td perfeito!!,Thích
9774,5,Muito bom!,Thích
9775,5,Recebi o produto na data marcada em perfeita condições.,Thích
9776,4,Recebimento parcial dos produtos,Thích
9777,5,adorei os produtos. me surpreendeu a entrega rápida e veio muito bem embalado. acabamento ótimo. fiquei muito satisfeita!,Thích
9778,5,Muito bom super recomendo,Thích
9779,4,Só podia manda os 2 em um volume só ,Thích
9780,5,"Whey excelente, produto chegou perfeito e dentro do prazo.",Thích
9781,5,Bom relógio! Chegou antes da data prevista,Thích
9782,5,Exelente atendimento e entrega antes do prazo. Eu recomendo!,Thích
9783,5,"Produto chegou antes do previsto. 
Muito satisfeita. ",Thích
9784,5,Muito bom,Thích
9785,5,Ótimo!,Thích
9786,5,"excelente
",Thích
9787,5,Top d+,Thích
9788,5,so não fiquei mais satisfeita porque tive que retirar nos correios,Thích
9789,5,"excelente,recebi antes do prazo.",Thích
9790,5,"Gostei bastante do produto. Recomendo.
",Thích
9791,4,Recomendo o vendedor a todos.,Thích
9792,5,"Produto chegou no prazo, ótima compra..",Thích
9793,5,Foi muito rápido a entrega,Thích
9794,5,Encomendei o kit bolsa maternidade para meu filho (a). E o produto foi entregue antes do prazo. Além do que veio o produto que eu pedi e lindo e bem embalado. Amei comprar pelo baratheon.,Thích
9795,4,produto veio certinho.,Thích
9796,5,Seriedade é a palavra que define lannister em tudo que comprei!,Thích
9797,5,"Adorei o produto 
Entregue antes do prazo
Satisfeita com a compra
",Thích
9798,5,"Só a cor que veio diferente, mas o material é ótimo, fofinho, ideal para transporte do notebook. Gostei bastante ",Thích
9799,5,O produto chegou intacto e dentro do previsto. Muito satisfeita com a compra.,Thích
9800,5,Sem criticas,Thích
9801,4,Entregou antes do esperado! Ótimo site!,Thích
9802,5,Dei de presente...está td certo c o produto,Thích
9803,4,"PRODUTO ÓTIMO, LACRADO E CHEGOU ANTES DO PRAZO.",Thích
9804,5,Super pratico,Thích
9805,4,bom,Thích
9806,5,Recomendo a loja fui bem atendido. ,Thích
9807,4,"não receci a capa do celular, nem o celular",Thích
9808,5,"Produto bom, nao tenho nda a reclamar, a entrega foi antes do prazo.",Thích
9809,5,"Em relação à entrega ocorreu tudo certo, porém ainda preciso de alguns dias para dizer se realmente o efeito será positivo.",Thích
9810,5,"Entrega super rápida, antes do anunciado!!!",Thích
9811,5,"PRODUTO DE BOA QUALIDADE, E ENTREGA DENTRO DO PRAZO",Thích
9812,5,"Vou dar de presente, então ainda não sei se é saboroso. Espero que a pessoa goste.",Thích
9813,5,"Ótimo produto, ótima loja.",Thích
9814,5,"Gostei muito do produto,super recomendo....",Thích
9815,5,nota 10,Thích
9816,5,"Bo
",Thích
9817,4,Produto com bom material ,Thích
9818,5,Tudo perfeito! Entrega duas semanas antes do prazo final.,Thích
9819,5,Recebi dentro do prazo,Thích
9820,5,Ótimo atendimento,Thích
9821,5,Produdo chegou antes do previsto. Nota 10.,Thích
9822,4,"Nota mil no prazo de entrega, porém nota 01 na qualidade das tintas.",Thích
9823,5,"Produto parece ser bom, não usei ainda",Thích
9824,5,Td certo! Apesar dos problemas dos correios...,Thích
9825,5,"Bom
",Thích
9826,5,Recomendo ,Thích
9827,5,Recebi o produto como anunciado pelas fotos e antes do prazo da entrega. Recomendo.,Thích
9828,5,"Otima qualidade e entrega antes do esperado, recomendo!!!",Thích
9829,5,Excelente serviço!,Thích
9830,5,"ÓTIMO, RECOMENDO",Thích
9831,5,Estou satisfeito com a compra. A empresa é séria e respeita o consumidor.,Thích
9832,5,A entrega foi rápida e o produto veio da forma correta. ,Thích
9833,5,eu adorei... e é uma gracinha... estava doida p chegar..é um produto de otima qualidade,Thích
9834,4,"Como sempre a eficácia , da entrega não tem o que disseram .
Então estão de parabéns ...",Thích
9835,5,O produto chegou super rápido! Antes do que esperava! Tudo certinho com um brinde! Recomendo mto! ,Thích
9836,5,"Ainda não abri para conferir pois irei dar de presente, mas acredito que esteja correto. Chegou bem antes do prazo. Super recomendo..",Thích
9837,5,Olha recebi no prazo certo veio tudo perfeito gostei muito e recomendo está loja sim parabéns e obrigado ,Thích
9838,4,Poderia ter chegado mais rápido.,Thích
9839,4,Apesar do atraso...Recomendo,Thích
9840,5,Parabéns foi entregue antes da data prevista,Thích
9841,5,amo lannister ,Thích
9842,5,Excelente amei ,Thích
9843,5,"Pincéis perfeitos, superaram minhas expectativas.",Thích
9844,5,"Ótima compra,foi rápida e no dia da entrega correta. Parabéns!",Thích
9845,5,rapidez na entrega...ótimo,Thích
9846,4,"FOI MUITO BOM COMPRA COM VCS,FIQUEI MUITO SATISFEITO COM AGILIDADE DA ENTREGA E ATENDIMENTO OBRIGADO.",Thích
9847,5,Excelente atendimento e respeito ao prazo.,Thích
9848,5,Gostei se.Ainda sendo pela a loja Amricana.muito bom.Obrigado.,Thích
9849,4,Chegou no prazo! A caixa é muito bonita mas peca um pouco no acabamento.,Thích
9850,5,"O emborrachamento e acabamento são ótimos. A película é boa, mas precisa de experiência para tirar as bolhas de ar.",Thích
9851,5,muito bom o produto e a entrega foi muito rápida,Thích
9852,5,As entregas do baratheon hoje demoram muito mais que anos atrás.,Thích
9853,5,Não sei informar porque foi presente,Thích
9854,5,Produto chegou em perfeitas condições !!,Thích
9855,4,Chegou antes do prazo,Thích
9856,4,bom,Thích
9857,4,Só recebi um jogo de toalhas vermelhas.,Thích
9858,5,Muito satisfeito.,Thích
9859,4,"Produto chegou antes do prazo e cumpre bem a função.
",Thích
9860,5,Parabéns pra vc por cumprir tudo no praso certo ,Thích
9861,5,ótimo e muito bem embalado,Thích
9862,4,Nota 10 ...a entrega foi rápida e o produto gostei ,Thích
9863,5,Produto muito bom,Thích
9864,5,Chego muito rápido recomendo,Thích
9865,5,Recebi o produto em dois dias!! Tudo como esperado!! Muito satisfeita com a loja!!,Thích
9866,4,Sem reclamações,Thích
9867,5,Entrega rápida. Tudo nos conformes. Ágil ,Thích
9868,5,Ainda não testei o produto mas chegou dentro do prazo,Thích
9869,4,Bom,Thích
9870,5,Muito bom.,Thích
9871,5,me surpreendeu a entrega muito rapida esta de parabéns.,Thích
9872,5,"Cartucho funcionando bem cores firmes , ja comprei em outras lojas e acabei perdendo dinheiro .",Thích
9873,5,Bom serviço de entrega.,Thích
9874,5,produto entregue antes do prazo previsto,Thích
9875,5,Amei!!!!,Thích
9876,5,"Loja muito boa, entrega no prazo, produto chegou antes do prazo",Thích
9877,5,"Ótima desde a compra até a entrega, super rápida e vc consegue acompanhar tudo!",Thích
9878,5,Realmente o kit é muito bonito e o acabamento dos pincéis parece ser muito bom. Super satisfeita,Thích
9879,5,Igualzinho o que eu pedi. Lindo,Thích
9880,5,muito bom chegou antes do prazo previsto ,Thích
9881,4, ,Thích
9882,5,Top e rápido,Thích
9883,5,Gostei muito,Thích
9884,4,"Deveriam abrir mais opções para rastreamento, pois só é informado o prazo de entrega e não tem como saber se a compra será entrega antes do previsto.",Thích
9885,5,Nota 10 para lannister e targaryen!!!!,Thích
9886,5,"sempre comprei na lannister.com e nunca tive nenhum problema, com entrega, informações, compra etc. nota 10.",Thích
9887,5,Produto excelente qualidade. Compra chegou na data prevista.,Thích
9888,5,"Produto entregue no prazo, muito bom.",Thích
9889,5,Sempre compro nas lannister,Thích
9890,4,"Termômetro fácil de usar e preciso, apenas a bateria que é bem diferente e a reposição deve ser difícil.",Thích
9891,4,otimo,Thích
9892,4,"Entregaram umas capas de travesseiros que não é pedido meu ?????

Edigley Ferreira ",Thích
9893,5,Legal.....,Thích
9894,5,"Recebido no prazo e em bom estado, ótima compra!",Thích
9895,5,"Chegou bem antes do prazo, ótimo produto ",Thích
9896,5,Chegou em perfeito estado e antes do prazo! ,Thích
9897,5,"A loja foi rápida e o produto chegou no prazo. 
Demonstrou seriedade no atendimento. ",Thích
9898,5,"Parabens, superou as minhas expectativas!",Thích
9899,4,satisfeito.....,Thích
9900,5,"Ótima qualidade, maior do que eu esperava e muito macio. Entrega rápida. Recomendo!",Thích
9901,5,"O produto chegou, bem antes da data prevista, bem embalado.O organizador é excelente, muito espaçoso e comporta muito bem os brinquedos.Adorei!",Thích
9902,5,"
.",Thích
9903,5,"Chegou relativamente rápido, antes do prazo previsto, produto lindo, condizente a foto, e veio em perfeito estado, muito bem embalado.
Parabéns pelo cuidado e carinho com o cliente.",Thích
9904,5,Ótimo produto !,Thích
9905,5,Chegou rapido e tem otima qualidade.,Thích
9906,5,Satisfeito,Thích
9907,5,Chegou antes do prazo estipulado e bem embalado. ,Thích
9908,5,"O prazo para entrega era de 14 dias úteis, chegou em 2 dias! Muito bom! ",Thích
9909,5,atendeu minhas expectativas!,Thích
9910,5,Perfeito,Thích
9911,5,Recomendo,Thích
9912,5,TUDO SAIU CONFORME COMBINADO. OBRIGADO.,Thích
9913,5,muito bom,Thích
9914,5,Muito bom kit suplemento,Thích
9915,5,Produto muito bom e resistente. Entrega antes do prazo,Thích
9916,5,"Foi objetivo, prático e eficaz. ",Thích
9917,5,Recebi o produto antes do prazo. Excelente mercadoria,Thích
9918,5,Chegou muito antes do previsto,Thích
9919,5,"Eu recomendo a outras pessoas, excelente.",Thích
9920,5,Excelente vai ser muito útil. Muito obrigado!,Thích
9921,5,"Entrega a jato, vendedor correto",Thích
9922,5,"Gostei, foi entregue no prazo acertado.",Thích
9923,4,"Além do produto chegar errado, a devolução é feita pelo cliente, que tem de ir até uma agência dos Correios que aceite aquele tamanho de encomenda. Muito trabalhoso! Nunca mais.",Thích
9924,5,Entrega rápida e produtos corretos....,Thích
9925,4,"Preço bom e compra fácil
",Thích
9926,5,Recebi bem antes do prazo,Thích
9927,4,Muito bom,Thích
9928,5,Recomendo ,Thích
9929,5,recomendo de +,Thích
9930,5,Recomendo produto de ótima qualidade,Thích
9931,4,tudo ok,Thích
9932,4,"Na primeira vez que comprei eles ligaram pra saber o sabor que eu queria, uma vez que não tem como escolher no ato da compra. Dessa vez não ligaram mandaram de baunilha que não é tão bom como chocolat",Thích
9933,5,"produto chegou muito rápido, ótima qualidade.",Thích
9934,5,Qualidade otima.,Thích
9935,5,PRODUTO ENTREGUE DENTRO PRAZO ESTABELECIDO.,Thích
9936,5,Gostei do produto muito bem embalado. super recomendo,Thích
9937,5,"A cor recebida foi diferente da escolhida, mas combinou com a composição do quarto.",Thích
9938,5,A encomenda chegou certinha e antes do prazo previsto. Recomendo! ,Thích
9939,5,Produto entregue antes do prazo estipulado! Recomendo a compra!,Thích
9940,5,"Ótimo produto, entrega antes do previsto... Certamente procurarei a loja no futuro para outras compras.",Thích
9941,5,10,Thích
9942,5,Confiavel,Thích
9943,5,Otimo,Thích
9944,5,"excelente produto, recomendo",Thích
9945,5,Nossa muito rápido e produto de qualidade,Thích
9946,5,"A entrega chegou bem antes do prazo estipulado.

Muito obrigada!!",Thích
9947,5,Greve caminhão demorou um pouco mas perfeito ,Thích
9948,5,"Produto bom,mas achei que o Edredon fosse bem mais grosso",Thích
9949,5,"produto muito bom, conforme anúncio e qualidade muito boa",Thích
9950,5,"Comprei no fim de Novembro/2017 e a previsão era para 22/12/2017, chegou em 14/12/2017.",Thích
9951,5,Ok,Thích
9952,4,Chegou antes do prazo dado é o produto em ótima qualidade. ,Thích
9953,5,"Otimo, como esperava ",Thích
9954,5,"Nóta 10 tudo perfeito
Produto muito bem embalado.",Thích
9955,5,"ótimo produto, ótimo atendimento, entrega..",Thích
9956,5,Tudo bom,Thích
9957,5,"Eu recebi mas compreo o produto errado,queria ver para poder trocar. obrigado",Thích
9958,5,Funcionou perfeitamente no meu ar portatil springer 12.000 btus,Thích
9959,5,Atendeu as espectativas,Thích
9960,4,Amei minha cortina é linda e chegou bem antes do prazo,Thích
9961,4,"Esperava mais do produto, cobre leito fino e sem boa qualidade",Thích
9962,5,Estou muito satisfeito.,Thích
9963,5,Agradeço a atenção foi TD perfeito,Thích
9964,5,"Produto chegou no prazo como combinado, e sem problemas ou avarias.
Eficiente.",Thích
9965,5,Produto chegou antes do prazo... rastreamento sempre atualizado ,Thích
9966,5,100 %.,Thích
9967,4,"O produto foi entregue o prazo, mas este prazo poderia ser menos.",Thích
9968,5,"Muito satisfeita com meus pedidos, recebi muito antes do prazo de entrega, então eu recomendo está loja sim......",Thích
9969,4,Produto Bom resistente e fácil de manusear. ,Thích
9970,5,Chegou muito rapido. Bem antes do prazo determinado.,Thích
9971,5,"Produto chegou perfeito, antes do prazo!",Thích
9972,5,chegou no prazo e produto correto,Thích
9973,5,Produto entregue perfeitamente e antes do prazo informado!!!,Thích
9974,5,"Muito obrigado pela entrega.
estou muito satisfeita com o produto.
tudo antes do prazo.",Thích
9975,5,"Entrega rapida 
Produto correto",Thích
9976,5,"Produto exatamente como pedido, testado e todos em perfeito funcionamento.",Thích
9977,5,Cumpro com aquilo que promete... funciona perfeitamente no gol g3 1.0 16V... O consumo de combustível instantâneo funciona perfeitamente. ,Thích
9978,5,PRODUTO ENTREGUE ANTES DO PRAZO.,Thích
9979,4,"Um produto como uma carteira somente poderia ser avaliado depois de algum tempo de uso, No entanto, o produto é bem acabado e de couro conforme o especificado pela empresa.",Thích
9980,5,"nota 1000 , Gostei muito do produto , material de qualidade e bonito design 
sem contar com a pontualidade na entrega 
obs: chegou bem antes da estimativa data 
Super recomendo ",Thích
9981,5,"Amei o produto, e chegou bem antes do prazo de entrega. Eu recomendo essa loja. ",Thích
9982,5,Parabéns ,Thích
9983,5,"muito bom, produto entregue antes do prazo",Thích
9984,5,"Já havia comprado nesse site, e a compra foi efetuada com exito, entregue dentro do tempo, produto de excelente qualidade,recomendo a todos, confiança e segurança em fazer compras.",Thích
9985,5,Satisfeito com a aquisição e o produto. ainda não instalei.,Thích
9986,5,gostei muito,Thích
