Unnamed: 0,review_comment_message,Sentimentabds
678,"I purchased the mustard colored item and it is very good for spring. nice fit, nice quality",
679,"Definitely size down, the waist and chest were baggy in my normal size s.",
680,This is a perfect casual too to pair with jns and shorts for spring!!,
681,,
682,"Super cute with skinny jeans. true to size. i'm size 4, 138 pounds and 34c got a small",
683,,
684,,
685,I ordered my usual size small in this top (34c) and it just fits across the chest. very cute top.,
686,My normal size m fit well but i wouldn't want it to shrink any. hangs well.,
687,,
688,,
689,"Great material, pattern and cut. perfect summer top",
690,This dress is amazing! the photos do not do it justice! runs a tad large - definitely can size down.,
691,I absolutely love this sweater....it is perfect for fall,
692,,
693,Off the shoulder is everywhere and this is a great shirt for the fall.,
694,I returned this item. it was soft. very blah fabric. nothing special.,
695,"This dress is everything i hoped it would be: flattering, cute, cozy",
696,This dress fits beautifully. it is warm and comfortable. winter's gem.,
697,,
698,"I love this vest, good denim quality",
699,This top is true to size and fits perfectly.  color is very natural.,
700,"Cute style, cute color, cute cut.  and i got it on sale!",
701,Great boho chic top. a bit over - sized but soft and love the colors!,
703,Love this big top...! will be great for hot summer days.,
704,Love the movement of the blouse and how it falls. great quality material.,
705,,
706,,
707,"Awful color, horribly wrinkled and just a mess...so disappointed",
708,This is a real cute vest that is also soft and comfy to wear. love it!,
709,,
710,,
711,,
712,This vest is super cute on. it definitely has kept me warm this winter.,
713,This sweater is a dull off white color. it looks old fashioned. don't get.,
714,"Gorgeous sweater, very unique, given as a gift so not sure how well it will wear",
715,"Gave this to a friend as a gift.  soft, lovely.  she loves it.",
716,This is a great sweater. soft and beautiful. it's my new go to sweater??,
717,,
718,"Gorgeous top but runs large, especially in the arm holes.",
719,Lovely crochet lace tunic. also very comfortable. doesn't wrinkle and the cotton has a lovely feel.,
720,This is one of my favorite.it is timeless for sure.,
721,Super comfy skirt!  can't wait to wear it to football games this season!,
722,A scandalous mini skirt that isn't a skirt! beautiful pattern. does run a little big.,
723,"The look is frest, crisp with a touch of romance. very retailer!",
724,The xxs petite fit great except in bust and shoulder area. i'm a 32a and it was really tight.,
725,Great green color. drapes well. nice gray detailing adds dimension to an already pretty sweater.,
726,"Fits just like on the model, even though im 5'4''. really happy with this casual summer find.",
727,Fits true to size and rides the line between contemporary and retro exceptionally well.,
728,,
729,Poor quality. i expected much more from the material.,
730,Such a pretty pink feminine blouse. love the sleeves! great quality and true to size.,
731,This top is comfortable and vas easily be dressed up or down! love it,
732,,
733,I like this shirt. it's quite lovely. i ordered it in mint. it's nice to have a dressy t-shirt.,
734,It is a great sweater that is soft but also warm i love the pretty design,
735,Shimmery & lightweight t-shirts. i got the aqua & brown t's. good for layering.,
736,This jacket is very cozy but i had to send it back. i think it will be great on a taller person.,
737,I love this little topper. it is very comfortable. it looks elegant.,
738,"Great skirt, fits as expected. very cute, can be dressed up or down. i love the pockets!!",
739,Fits great and i love the length. very cute skirt!,
740,"A great staple to pull out on chilly mornings. i am 5'9"" so the arm length was perfect",
741,"Precious tee, washes well, runs large",
742,Blue jeans that fit like a dream & they were on sale.,
743,Gorgeous dress worth every penny--one of a kind twist on a kimono!,
744,Flattering! i love how it looks like a maxi dress.  fits me perfectly!,
745,"I'm 5'7"", 120 lbs, size 0 was best.  ordered the green color.  great flattering fit!",
746,I loved the color of these but they bagged out with just one wear. they are going back to store.,
747,,
748,,
749,Love this top!!!! it is just gorgeous and fits great!,
750,,
751,,
752,"This shirt is perfect. hangs nicely, and i love the little longer sleeves.

beautiful color too!",
753,Didn't notice the zipper in the back when i ordered this so it was a nice surprise,
754,,
755,,
756,Only one sleeve is folded twice and sewed. meh.,
757,"Love these bottoms, cheekier than i thought but like them even more!",
758,"Well made but strange fit. the medium was long and narrow, waaay too small.",
759,True to size and fits great. the sleeves are the perfect size and it's so versatile.,
760,,
761,Colors are very vibrant! lays very nicely on the body.,
762,"May look better on someone tall. thin, and straight.",
763,Perfect summer dress! this is a must buy! it can be dressed up or down,
764,"This fell apart after wearing it once. for the price, it should hold up better. it's too delicate.",
765,My review isn't really about the jeans! i want the top!,
766,This is my very shirt i have ever bought at retailer! it's very comfortable and fashionable.,
768,"Good quality jeans, but had to return, as they did not fit my curvy hips.",
769,"Great quality and cut! they are so versatile, which i love! highly recommend these!",
770,,
771,,
772,"Very comfortable,  looks great on. like the color & fabric. something you can throw on & go",
773,Loved loved loved the shirt but...the material was so thin,
774,This top is very flattering and the silver line details give it a great pop of color!,
775,"The body is huge, while the arms fit. being returned!",
776,,
777,,
778,"Love wearing these, i see them getting a lot of wear in the winter",
779,"I don't have anything like it in my closet, really excited to wear it",
780,Very versatile skirt that's suitable for any occasion or any season.,
781,Confortable and looks great how ever you wear it.,
782,This feels so nice and light and summery. nothing like a crisp white top for the season.,
783,"Great for work, great for play. i love this shirt. perfect length for tuck in or not.",
784,I bought this in store on sale and absolutely love it.,
785,"Dress is very flattering on, not tent-like at all!",
786,The shirt is very big. it would be cute as a maternity shirt.,
787,,
788,This is a great cover-up or tunic over leggings or capris. i am 5 foot two and it comes to my knee,
789,"Good quality; casual feel good dress. it can be worn as dress, or as tunic over the pants.",
790,This dress fits wonderfully. i can wear it causally or dress it up if i want to. great deal as well.,
791,"It runs long for a 5'1"" woman like me:) other than that beautiful dress for vacation",
792,,
793,"I really like this top! excellent over a casual dress!! perfect for spring, summer and fall!",
794,"This is one of my favorite pieces. simple, classy, and cozy!",
795,"Comfortable and flows well, does run large, order one size smaller.",
796,Easy to take this dress from casual to dressy! super comfortable and cute!,
797,,
798,"Very cute, and well made. fits true to size.",
799,,
800,Great fit and style. i got the navy and the color is beautiful.,
801,This is a tts cami that should be a staple in everyone's closet. great for layering.,
802,,
803,"Great fit, can be dressy or casual, goes with everything, i adore tis jacket!",
804,"Great jeans by pilcro, too short and snug around my knees for keeping though.",
805,"True to size and lovely dress, except the arm pit area is tight and pinches. had to return.",
806,"I love a dolman. the tassled dolman is slimming, light and comfortable.",
807,This hoodie was too thin. you can see right through it. i returned it.,
808,,
809,"Perfect cozy sweater, nice details. exactly what i wanted to upgrade from sweatshirts.",
810,What a great top!! unusual design,
811,,
812,This dress is so cute! will you be bringing it back retailer?,
813,This dress is very flattering. great unique dress.,
814,Cute top but does stretch out a bit throughout the day.,
815,"I love the dress, fits as pictured , i'm a size 4 and fits just right. it is a keeper, well made.",
816,I found it hard to pair with bottoms. fit wasn't very flattering for me.,
817,Very comfortable and looks really good on me. that's very important!,
818,It's super soft. it fits great. happy with the purchase.,
819,I have many sweaters but i bought this during the sale and it is very soft and comfortable.,
820,,
821,Looking forward to wearing this on chilly spring mornings. ordered in the navy. fits true to size.,
822,Comfy cozy!,
823,,
824,Great long cardigan! i wear this with a simple tank,
825,Just not as long as in the picture. it hit me at my hips not good!,
826,Love the dress. i usually wear a small and will be exchanging it for an x-small.,
827,Great dress. looking forward to wearing it with tights. fits great.,
828,"Good quality, cute and great color as pictured. perfect for leggings or tight ankle pants.",
829,Beautiful top. works wonderful on hourglass figures.,
830,Love the wash and fit of this jean. the perfect summer go to for me.,
831,"Very cute, easy to wear, and looks professional! great for work or a weekend. love this top!",
832,,
833,"A little thin, but overall very cute. i like it with waist high skirts.",
834,"I love this top. it is perfect fit. i am 5'3 102lbs, 32 dd. it conforms to your figure.",
835,"Lovely color and fits nicely. only problem on mine, the front stitches were not properly sewn.",
836,,
837,I love this shirt. i would recommend an undershirt.,
838,The embroidery on this dress is beautiful in person. perfect dress for fall.,
839,,
840,,
841,"This is a great fit and super cute, price not bad either!!",
842,I love this tunic! the fit is ttt and the quality is nice. i will get much use out of this piece!,
843,,
844,These are the most comfortable trousers in my whole wardrobe.  love them.,
845,Not for shorties. i'm 5'3 and will need to get them hemmed.,
846,"Fit is perfect! very flattering. they are very long, so i will need to shorten.",
847,,
848,"I love this dress, but have found that this brand runs large. i'd order a size down.",
849,I have been living in mine since i bought it! so comfy and dressier than a plain sweatshirt!,
850,,
851,This top is really cute. my daughter tried it on and tried to take it.,
852,,
853,Much lower quality than other robes i have purchased,
854,,
855,I ordered this as a gift and may order myself one. it is so comfortable and pretty.,
856,,
857,I ordered these culottes because they looked comfortable yet elegant. they are indeed both!,
858,"Great versatile skirt, very flattering",
859,"I bought this sweater in the sky color. just love it, i'll go back for the rust colored one.",
860,Soft and sweet,
861,"I really liked the beautiful fabric, design, and length of the piece.",
862,"High quality top, but material is not very soft-- may soften in the wash. fit is okay.",
863,,
864,,
865,Cute twist with the open back on a simple classic sweater... light weight...,
866,The front of this top is pretty thin and you can see through it,
867,,
868,,
869,,
870,,
871,,
872,"Easy to wear, but still has a lot of style. i see this becoming a new basic.",
873,Got this shirt in the green color. it's long and flowy and fits true to size. super comfy.,
874,I love an all cotton shirt! feels great and has a bit of quirky styling without being over the top,
875,Much softer fabric than i expected. wrinkles easily.,
878,,
879,I am so glad that i got this sweater.it is just perfect!,
880,,
881,,
882,,
883,Fits like a maternity top. not for my age group or build.,
884,"Super cute, a little buggier than expected but great for layering after the gym.",
885,,
886,,
887,I tried the yellow striped dress on in the store and it is completely sheer.,
888,My favorite for work or going out. the perfect black shirt.,
889,I love this shirt! lightweight and versatile! perfect for all seasons,
890,Great fit,
891,,
892,The tie neck is super on trend. this will go great under a jacket or cardi. it's a keeper.,
893,This shell can be worn casual or dressy depending on what it is paired with. enjoy!,
894,Love this shirt. i can dress it up or down. great fit,
895,,
896,"I love this blazer. its perfect for work, and makes a great statement.",
897,Beautiful dress! wanted something different. even bought the hat ! very flattering.,
898,,
899,"Love this top, you can really fess up, i ordered in a small i am 5 7 and 154 pounds",
900,,
901,I bought this dress as a surprise for my daughter. she was very happy with it.,
902,"Great fit with tight pants, beautiful flower design that goes with everything. favorite tshirt",
903,,
904,I wore this when i was in my third trimester and it worked out great.,
905,,
906,This is a very comfortable top -versatile in that you can dress it up or down. i'm happy with it!,
907,"Not great quality, runs a bit lose, disproportionate (too large in neck and arms area)",
908,,
909,This blouse has a nice casual feel with feminine lines and the swingy design is flattering.,
910,This is beautiful. it can serve as a sweater or a coat and i can't wait to start wearing it.,
911,Love the feel and comfort,
912,I love the length of the dress and the fun swing the skirt has. the print is wonderful.,
913,The lace detail is very classy. a great go to white dress.,
914,"I thought the sweater itself was beautiful, but found the fabric to be stiff and itchy.",
915,,
916,,
917,,
918,,
919,"Bought this today and i'm in love!! very flattering, great fit!",
920,Beautiful flowing feminine dress. runs large; size down. hot pink color. well made.,
921,,
922,,
923,This dress is adorable. dress it up or dress it down,
924,,
925,,
926,,
927,,
928,"Cute top and perfect for those hot summer days as fabric is light, but not sheer.",
929,,
930,I love how you can wear this with a t-shirt or blouse.,
931,I returned this as it was way too boxy/loose. ordered a size small but probably needed to size down.,
932,,
933,Too floppy; light and comfortable material but the tie-neck needs a shirt with a bit more structure.,
934,,
935,They were too small for me. i loved them other than that.,
936,This skirt is a great fit for curvy women. i highly recommend it.,
937,Frumpy - looked like a nightgown on me; maybe  better on someone younger ...,
938,"This dress was adorable & fit great! regrettably, i had to return it since it wasn't lined.",
939,"These are super cute on. they shorts-length lining inside, which is great.",
940,"Very well made, wonderful fabric. fit perfectly everywhere but the bust.",
941,"I've been looking for a black sweater just like this with this comfortable material, weave",
942,,
943,,
944,,
945,Great dress. fits perfectly. will be perfect in the winter and with leggings.,
946,These are so comfy. i will wear them for 3 seasons. so worth it - especially on sale.,
947,Love this dress!! will go from fall to winter. so comfy. got it in medium.. and fits great.,
948,,
949,Super cute style but runs slightly larger then other ag jeans i have.,
950,Nice skirt. texture pattern gives it character. does run a bit large.,
951,,
952,"Soft very forgiving and flattering top, wish it was not so pricey",
953,"Cute style, flowy fabric. it runs big i purchased a medium and could've definitely gotten a small.",
954,"Love this dress! adorable, comfortable and figure flattering! cant go wrong with this purchase!",
955,So cute and a must have. took my normal p6 and fits perfect! love it,
956,"Runs a little big, but super comfortable and looks great with jeans slightly tucked in.",
957,Love the shirt! the green is such a vibrant color and it fits great!,
958,"Easy, breezy comfortable light weight tee",
959,"Incredibly soft, great to dress up or dress down. i must have summer tee.",
960,This looks just as pictured. it's comfortable but dressy. i love it!,
961,Love the quality and fit! it runs small so i got one size bigger.,
962,Loved the idea of this but content felt too thin and sheer.,
963,"It looks a little more dressy in the picture but it's cotton, soft and very comfortable.",
964,,
965,Totally see through.,
966,This sweater is classy and comfortable. it has an underlay which makes it truly unique.,
967,Saw this in store and knew i gotta have it! beautiful colors and slimming effect.,
968,,
969,These super cute leggings are comfortable and functional with a fun design!,
970,"Cute, but didnt realize it was sweatshirt material. due to that, returning.",
971,"Comfortable, decent quality and very casual",
972,I am short and curvy and this shirt swallowed me. sleeves were especially long.,
973,This shirt is unflattering and boxy. it does not look cute at all on me. i am returning.,
974,"Dress cut was great, but the collar was so oblong that it looked space-age.",
975,"...on this great vest. i wear it all the time. it's soft, pretty, warm and durable. love!",
976,"I love everything about this vest! comfortable and cute, great transition piece into spring.",
977,,
978,,
979,,
980,"Great fit. colors look just like the pic. not too heavy but, warm and cozy.",
981,,
982,"Get this one during the 20% sale. if you dry clean it, you will have it forever!",
983,Beautiful sweater that looks great with jeans.,
984,This is a beautiful sweater.,
985,I love birds,
986,,
987,"True to the verdugo style. love the fit, stretch but holds shape...super comfy!",
988,Beautiful dress but i had to returned because the size large was a little big,
989,Really pretty. not very itchy and a great sweater to dress up or down.,
990,,
991,"Super comfy cotton top, will be great for hot summer days when my shoulders have had enough sun!",
992,Great mock neck fits well and looks great with pants and skirts!! also love the dark grey color!!,
993,This dress is so flattering and just beautiful in person. love it!,
994,,
995,"Soft, comfy and cute! great for casual wear! should've bought in more colors",
996,"Beautiful and different material, like it a lot. very happy with the purchase.",
997,"I love this flirty, well fitted dress! quality material!",
998,This dress is perfection! very flattering and pretty.,
999,This dress is gorgeous! it is a little sheer even though it has many layers.,
1000,Seems a little small in the width and shoulders. length is fine,
1001,Super cute and more fitted than the baggy overalls of yesteryear. i love them.,
1002,Great denim color and fit. gives a nice feel to the waist.,
1003,Women who want some flutter without too much fullness,
1004,C'mon. the accent is wrong! a simple google search would prevent this.,
1005,It fits super baggy everywhere and looked sloppy on me.,
1006,I loved this but couldn't believe how small it was.,
1007,I ordered a regular size small. would have got petite small if available. still very happy!,
1008,It fits great! i love the material and how it fits and drapes.,
1009,This shirt runs gigantic and it's not even cute. i.'m done buying retailer online.,
1010,,
1011,This dress is beautiful but the bottom half was too tight for my shape.,
1012,,
1013,,
1014,,
1015,Nice and colorful dress but runs very oversized. material mutes the colors not as vibrant in person.,
1016,Beautiful design and fit.,
1017,Looks wonderful with a pair of dark skinny jeans and cowgirl boots.,
1018,,
1019,"Nice thick fabric, lays well. sleeves three quarter but looks great on.",
1020,,
1021,,
1022,"Adore these jeans! great length, cute cuffed details. could do cartwheels in these :)",
1023,"I love the paisley print, very soft and comfy, flutter sleeve look is cute,perfect weekend wear.",
1024,"This is a closet staple! loose fitting, but lovely. well made!",
1025,,
1026,This had a cute design but an unflattering fit for me.  it was boxy and made my boobs look droopy.,
1027,"Nice quality, details, and i like the looser cut (works well on this blouse).",
1028,"Lovely top, flattering and dressy, would definitely get another color if they have it.",
1029,,
1030,Perfect crop jeans with just a tiny flare. i'm a size 8 and the 29s fit perfectly.,
1031,,
1032,"The fabric is thin, though. you better wash it in a bag or the washing machine will tear it up!",
1033,,
1034,Great soft tee. got the blue and really love the color.,
1035,This top runs 2 full sizes large. had to send back and didn?t want to bother with getting a new one.,
1036,Love this jacket!got my usual size medium and is perfect! beautiful quality,
1037,,
1038,"Very pretty, romantic",
1039,,
1040,,
1042,I ordered the blue top. it's great for the hot summer we're having in the southeast this year.,
1044,I am very happy with the top.well made and beautiful color.,
1045,,
1047,,
1048,Great fabric. soft and easy to wear and goes from day to night easily.,
1049,Little boxy in the mid section; very very elegant and beautiful design!,
1050,"This blouse in the purple motif is lovely. unfortunately for me, it runs small.",
1051,,
1052,Love love the fit and material. a must fall wardrobe.,
1053,"Very cute dress! 5'4, 120 lbs - xs regular was too long, xs petite was perfect length!",
1054,,
1055,,
1056,Love this top! pretty details and true to size fit!,
1057,,
1058,My new favorite top to throw on,
1059,,
1061,,
1062,Cozy and nice quality. great fit and runs true to size. could wear this every day,
1063,"Big bust, smallish waist... this top is so cute and flattering! absolutely love it",
1064,"I love the deep v - very flattering. bummed that it's made with polyester, but it's light and easy.",
1065,Perfect fall top! extra long sleeves perfect for keeping the chill off.,
1066,Love it but it shrank and that makes me so mad.,
1067,,
1068,"The perfect flowy fall top! the material is thin so it may pick a little, but i love it.",
1069,"This is a great shirt, fits perfect and super comfortable but you feel stylish and pretty",
1070,Love the cute print and texture of fabric. perfect casual t-shirt.,
1071,,
1072,,
1073,,
1074,"This is my second pair of these because they fit and fell so good. pricey, but worth it.",
1075,,
1076,"The dress i received is adorable, however, the color is much more subdued than shown in the catalog.",
1077,The title says it all. looks very pretty online though.,
1078,This is a perfect dress for work or fun. flattering and flow with lovely little subtle details.,
1079,"Cute top, not great on me. beautiful, bright color.",
1080,,
1081,Ooo la la! sooo chic! sooo retailer!!,
1082,Beautiful and chic. so glad i tried it on!,
1083,"Great tee! color is vibrant, material is soft, fits great.",
1084,"Love this top, the contrasting lace/eyelet is pretty and interesting. it flairs in a flattering way.",
1085,This dress is so pretty and the neckline is darling!,
1086,,
1087,Love the muted orange color and the design. it's lightweight and will be perfect for fall days!,
1088,,
1089,Such a great dress! it is super flattering. i love that its not too short on me(i am 5'11).,
1090,I am wearing a medium in the photos and for reference my measurements are 38-30-40.,
1091,Great dress! i ordered the extra small petite and it fits perfectly!,
1092,This dress is absolutely like a layered cloud! the material is amazingly soft and comfy.,
1093,"Plan to order at least one size smaller than you think, it's way baggy",
1094,Not much to say. fits tts. a beautiful top. colors are striking!!,
1095,"These jeans are great quality, but they just hit too low for me to be comfortable.",
1096,This is a beautiful piece that can be paired with multiple ways.. the color is rich and classy,
1097,,
1098,"Pic doesn't do it justice, very flattering. i got it in navy. definitely worth the sale price!",
1099,,
1100,"Love this top. it's very comfortable,  and flatters  my midsection. versatile piece.",
1101,This shirt is extremely soft and fits well. great length and perfect casual shirt for fall.,
1102,,
1103,"Great colors, style and fit",
1104,,
1105,,
1106,Beautiful blend of colors and the texture of the shirt is so soft...perfect fall weather garment!,
1107,"Fits true to size. good quality, style and length.",
1108,,
1109,Perfect summer/fall top. can also layer it. i wear it over a tank tunic and love it.,
1110,"Pretty color, flattering fit. the flesh-baring lace inset in the middle required me to wear a tank.",
1111,Tried this on in store. was ill-fitting and sheer.,
1112,,
1113,,
1114,,
1115,"Love this blouse in yellow! fit is true to size, and it looks a feels great.",
1116,This dress is so cute. i couldn't make it work because my long torso.,
1117,"Soft fabric. great color for fall and sophisticated detail at waist, sleeves. a keeper!",
1118,I love the color and the cut! it fits well and i have a large bust. hangs very pretty.,
1119,Very comfortable and cute. true to size. a look for three seasons.,
1120,They're the same quality and fit as my hyphens from last year. easy purchase!,
1121,,
1122,,
1123,"These pants fit well, are cute, and are comfortable. they are a nice alternative to jeans.",
1124,Very comfy and easily could dress down or up!,
1125,"Great style and fit. will look great with jeans, skirt or leggings!",
1126,"Just as described by others. soft, great fabric and so comfy.",
1127,"This tunic is simple and well made. it was not as long as on the model as on me but i am 5'-9"".",
1128,"Looks great from the front, but from the side it looks like a maternity top.",
1129,,
1130,,
1131,The dress is beautiful but runs small so unfortunately i have to return it.,
1132,The shirt cuts too high up and is very awkward looking on. sent it back. wouldn't buy even on sale.,
1133,"The high neck and ""square-ness"" did not work for me .. but might for someone else.",
1134,,
1135,Very cute but a little short. currently pregnant so i'm hoping it will hang better in a few months,
1136,Super soft fabric! the opening in the back makes it very chic.,
1137,Great purchase! i bought the coat to wear to work.,
1138,Best jeans! fit is amazing! buy them; you won't regret it!,
1139,,
1140,"Just buy this dress! the slip, the hem, the print. everything about it!!",
1141,,
1142,This is a great dress!  very different and light but cute details,
1143,I love this shirt so i bought both colors. i wish they had more colors! fits great and very comfy.,
1144,It lays very nicely on your body. very flattering!!!!,
1145,,
1146,,
1147,,
1148,,
1149,Fits true to size with good coverage. stayed put when i was in the pool.,
1150,Received these in the green holly color (beautiful color) for christmas,
1152,,
1153,Love this top! i bought it in 2 colors; it's a great twist on a basic tee. love love love!,
1154,,
1155,,
1156,"Great, comfy shirt! long enough that i can wear it with leggings!",
1157,I wanted to like this one.. really but it was just plain sloppy looking. i returned it.,
1158,"When i tried it on it looked like a stiff bathrobe. straight, too boxy.",
1159,This top is semi fitted and then stretches as you wear it. i love the design and color choices.,
1160,Loved this skirt. it reminded me of the styles that i saw visiting paris this past summer.,
1161,Great with leggings and skinny jeans! it's comfortable too!,
1162,This shirt is so comfortable and looks very nice with jeans or work pants. it's a great shirt!,
1163,I love this tee. very soft and easy care. gentle cycle hand to dry.,
1164,,
1165,This is a beautiful dress. all that's missing is a bonnet!,
1166,"It's beautiful, but more sheer on bottom than it appears in photo. size up.",
1167,So cheerful and colorful! love these cozy pj pants!,
1168,Large and the material is too bulky. i returned it.,
1169,"I was a little  hesitant to order it.  i am glad i did, it is a great top.",
1170,This piece is comfortable and easy to pair with leggings or denim. soft and not too heavy.,
1171,,
1172,,
1173,"Very comfortable, fit over my muscle-y and flabby arms! very pretty.",
1174,,
1175,"Easy to wear and layer. thin and light casual fabric, not itchy. great basic addition to my closet!",
1176,Bought this blouse in white. fits great. can be worn with many things. dressed up or down.,
1177,,
1178,Purchased as a gift for someone who needs to up her pj ante -- soft cute fun,
1179,The only negative about this dress was the placement of the stripe across your stomach,
1180,"This dress has a charming ""carefree"" look that invites fall.",
1181,,
1182,Fits great and just as pictured. the material is very smooth and slinky.,
1183,It's a beautiful skirt. the color is vivid and the skirt is flattering.,
1184,"Got the wine color and love it! the design definitely is slimming! 5'1, 120lb, got  size 4.",
1185,This beautiful blue sweater was exactly what i wanted!,
1186,"Cute, but very itchy! have to wear a long sleeve tee underneath!",
1187,,
1188,While being stylish. the dress is well made and comfortable.,
1189,Fantastic price right now and very flattering!! cute and sexy dress that hugs but its forgiving!,
1190,These are very comfy and look great on! i would like to get a second pair in the lighter color.,
1191,Love love love this blouse the cut outs at the top just add to it's elegance,
1192,This top is lovely to look at and to wear... one to reach for frequently,
1193,,
1194,Soft and romantic. i love it! just like pictured and i wear a cami under. dress up or down,
1195,"Love this dress! light and breezy, but i'm wearing it with tights and a jacket for a winter look.",
1196,,
1197,"Perfect summer dress: feminine, cool, with just the right flow. hides the bad, and has a nice shape.",
1199,Love it!! it does run big so i had to return for smaller size. fabric is nice very true to picture,
1200,"Ag is my go-to brand for comfortable, high quality jeans. these fit the bill!",
1201,I love this dress! the colors are so pretty and the fit is very flattering.,
1202,,
1203,,
1204,Beautiful and high quality. unfortunately it made me look top-heavy. i am a 36dd .,
1205,Great dress. bit see through on the skirt. need to wear slip with it.,
1206,"This dress has a marilyn feel to it, felt like a dream",
1207,,
1208,,
1209,Better than the picture - i like the layered look and the texture of the fabric. great top.,
1210,I love these tights!! they're thick and durable and the pattern is super cute.,
1211,Prettier in person! so pretty! i'm 5' 6'' 120 lbs and the xxs fit well. i normally wear a 0-2.,
1212,,
1213,This is so much better than wearing a grey sweatshirt. i love it and it makes me feel pretty.,
1214,,
1215,,
1216,"Remarkable dress, so much so that people stop me to remark about it!",
1217,This dress fits like a dream and looks gorgeous on. i'm sure it will be a go to for many occasions.,
1218,"This dress is absolutely gorgeous! love, love, love! i am 5'2 and the petite sizing was perfect.",
1219,,
1220,This is a unique beautiful dress and it fits like a glove.,
1221,,
1222,Too small... too flare... nice thick fabric. not my favorite pant.,
1223,,
1224,"I'm 5'4"", usually a small in retailer sizes, 6-8 pants, i purchased the 8 petite",
1225,,
1226,Cute blouse & great price !!,
1227,,
1228,Really great best.  nice substantial material and great fit.  will be able to wear with many things.,
1229,I love this pajama combo! it is super cute and comfortable!,
1230,This top is beautiful and the color yellow is gorgeous. i highly recommend!,
1231,"Feminine flow, however slightly large. such soft material. love the little details.",
1232,,
1233,Unfortunately had to return this. i loved it but just doesn't work for my petite size.,
1234,"Love this top. have two of them. they are comfy, light-weight and extremely flattering. love!",
1235,,
1236,Very flattering and flowy dress. would pair this dress with cowboy boots or navy wedges.,
1237,,
1238,Great style - can be dressed up or down.,
1239,Gorgeous! purchased in red; color is glowing if you have warm complexion/cool undertones.,
1240,,
1241,Better than a regular boring cardigan. goes with short sleeves and dresses!!,
1242,Love this sweater - very soft and can be dressy or casual.,
1243,"The blue dress is lovely, fit true to size and a good all around, comfy dress.",
1244,"Love, love, love this piece! very flowy, but made of good material. glad i purchased this item!",
1245,Love the weight. something i can wear winter and spring.,
1247,,
1249,I bought in white. great for a lightweight cover up. well made and cozy!,
1250,Super soft. pretty blue green color. packs super well for traveling.,
1251,I do not see this as frumpy if you wear it with heels. i think the bodice is very flattering.,
1252,,
1253,I have this shirt in the gray and in the orange and i just love the details on front.,
1255,Bought as a gift. really soft and cozy. i am sure she will love it!,
1256,Super cute! no complaints! fun print! light weight soft material!,
1257,This dress ladies is simply amazing and perfect!!!,
1258,"Beautiful skirt, love the colors. so glad i bought this. runs a little big",
1259,I love this dress. the colors are eye catching. if flows nicely.,
1260,Perfect for summer nights. makes any outfit that much special!,
1261,,
1262,Love this dress. purchased in white. runs true to size. made well.,
1263,,
1264,Love this top. ..especially the back. the back makes the whole top.,
1265,I love this with skinny jeans! it is comfortable and soft. it fits well.,
1266,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,
1267,"Great fabric.  nice legging, substantial fabric, more structured than a typical legging.",
1268,,
1269,,
1270,"Awesome fabric, wonderfully flattering cut. love the blue and green colors.",
1271,So easy to put on for a casual day!  washes great!,
1272,,
1273,"This is an absolutely beautiful dress, but arrived with several holes in it!",
1274,"I love this shirt - beautiful casual wear, great with jeans!",
1275,"This is much prettier online than on me. too much dress, even though i sized down.",
1276,,
1277,,
1278,This color is gorgeous. this could be dressed up or down. great buy!,
1279,,
1280,Love this tank! it's super soft and has a lovely drape. i got 3 colors on sale and am so glad i did!,
1281,,
1282,"Wow. had to check label to see if a m was shipped by accident.

nice details. 

too bad!",
1283,"Cute tank, runs big. i purchased the mango and it's a bit sheer.",
1284,"Low waisted, weird liner.",
1285,,
1286,,
1287,The colors are beautiful,
1288,,
1289,So pretty & comfortable! love it!,
1290,"Beautiful color, gorgeous chic design and great material",
1291,Love this dress !!,
1292,I love this dress! it flatters so nicely. i'm 5'3 and pretty thin. it hugs all my curves snugly.,
1293,Very different. i love the unique design and it is appropriate for various settings .,
1294,"This is not a kimono. it's a cocoon. there's a huge difference.

it's also not made very well.",
1295,"Great fit, wonderfully made, and priced just right.",
1296,,
1297,,
1298,,
1299,Looks better online than in person. material makes it look a little puffy,
1300,I love these jeans! you can dress them up or down.,
1301,Love another pair of ag stevie's!,
1302,,
1303,,
1304,,
1305,,
1306,Nice stretchy shirt. nothing special so i wouldn't pay more than sale price.,
1307,Super soft and flattering fit. i'm 5 feet 4 inches and petite was the perfect length.,
1308,,
1309,,
1310,"Dress is so comfortable. great for town or resort. 5'7"" size 6 34a and i got a size small.",
1311,"Easy to wear with black or grey. i will wear as a work jacket, not necessarily just an outwear piece",
1313,Great structure,
1314,"Soft, versatile comfort. what more could you want in a legging?",
1315,Just lovely!  gift for my daughter who has two other vegan leather jackets from retailer!,
1316,"Great quality, i didn't expect the neck to be so wide but it still looks nice.",
1317,"Lovely, warm sweater. excellent quality, fits as shown on model",
1318,Not flattering and not the color it appears online. this is really a pink shirt.,
1319,Love this top b/c it's very feminine! got this at 20% off and it's very flattering!,
1320,Great very flattering bohemian dress! and it's silk!,
1321,"Beautiful material, great design. get a bigger size.",
1322,Got this in the blue/floral and absolutely love it!!,
1323,,
1324,,
1325,The print doesn't necessarily works for everybody.,
1326,Love!! so comfy! i wish they came in more colors. i'd order every one!!,
1327,,
